water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Devon Lake,-129.73861,53.45444,CAN,BC,Oona River,64.6
Dewar Lake,-121.86583,52.19611,CAN,BC,Dugan Lake,5.4
Dewdrop Lake,-122.47083,50.09444,CAN,BC,Owl Creek,33.7
Dewey Lake,-120.44361,51.17833,CAN,BC,Chinook Cove,20.2
DeWolf Lake,-120.39139,49.70083,CAN,BC,Jellicoe,8
Dia Lake,-125.19639,55.37083,CAN,BC,Old Hogem,46.8
Diadem Lake,-124.0525,49.9975,CAN,BC,Earls Cove,27.5
Diamond Lake,-125.63417,51.27917,CAN,BC,Kingcome,51.7
Diana Lake,-116.23611,50.89583,CAN,BC,Kootenay Crossing,13.1
Diana Lake,-130.13778,54.19444,CAN,BC,Osland,7.1
Diane Lake,-126.92778,50.27222,CAN,BC,Benson Lake,24.1
Dick Lake,-123.23889,49.37083,CAN,BC,Strachan Creek,5.1
Dick Lake,-124.57056,52.16194,CAN,BC,Tatla Lake,29.2
Dickinson Lake,-118.17417,50.65194,CAN,BC,Arrowhead,19
Dickson Lake,-122.09611,49.31917,CAN,BC,Minto Landing,17
Dickson Lake,-125.08583,49.3975,CAN,BC,Great Central,11.7
Diggens Lake,-120.82917,53.48472,CAN,BC,Crescent Spur,14.6
Dillabough Lake,-121.82611,53.34944,CAN,BC,Beaver Pass House,30.7
Dillabough Lake,-121.25278,52.4375,CAN,BC,Black Creek,19.1
Dimple Lake,-124.12556,48.68333,CAN,BC,Lake Cowichan,16.6
Dimsdale Lake,-120.47083,54.15083,CAN,BC,Penny,62.8
Dina Lakes,-123.31444,55.525,CAN,BC,Mackenzie,26.3
Dingwall Lakes,-121.75639,51.85417,CAN,BC,Wright,6.3
Dinosaur Lake,-122.14306,55.95417,CAN,BC,Beryl Prairie,15.9
Dipper Lake,-116.02889,49.65778,CAN,BC,Kimberley,4.6
Disappointment Lake,-122.76639,49.55361,CAN,BC,Alvin,10.9
Disc Lake,-122.65833,49.49111,CAN,BC,Williams Landing,12.1
Disdero Lake,-119.99583,50.58639,CAN,BC,Holmwood,4.7
Disella Lake,-132.00278,59.125,CAN,BC,Callison Ranch,57.7
Disputed Lakes,-121.00917,51.62861,CAN,BC,Deka Lake,11.2
Diver Lake,-124.01361,49.20389,CAN,BC,Lantzville,6.8
Diver Lake,-125.87972,55.68167,CAN,BC,Bulkley House,22.3
Divers Lake,-125.36222,49.725,CAN,BC,Headquarters,18.2
Diversion Reservoir,-123.98028,48.49944,CAN,BC,Shirley,14.2
Divide Lake,-129.97806,56.17361,CAN,BC,Granduc,10.1
Divide Lake,-119.6025,49.71306,CAN,BC,Chute Lake,6
Division Lake,-125.68528,54.35667,CAN,BC,Burns Lake,15
Dixie Lake,-133.29389,59.31722,CAN,BC,Surprise,35.8
Dixon Lake,-119.14083,50.30611,CAN,BC,Kedleston,3.2
Dixon Lake,-119.95,51.16944,CAN,BC,Barriere,12.2
Dixon Lake,-121.5125,51.79139,CAN,BC,114 Mile House,5.5
Dobbin Lake,-119.81694,49.99361,CAN,BC,West Kelowna City of,22.6
Doc English Lakes,-122.36861,51.95,CAN,BC,Becher House,10.1
Dockerill Lake,-120.90306,51.54722,CAN,BC,Sheridan Lake,2.4
Docs Lake,-123.26556,54.23194,CAN,BC,Isle Pierre,31.4
Doctors Lake,-122.18639,52.0125,CAN,BC,Williams Lake,13.4
Dodd Lake,-124.30111,49.95028,CAN,BC,Powell River,20.5
Dodds Lake,-120.66528,49.88389,CAN,BC,Aspen Grove,6.5
Doe Lake,-121.98111,53.54694,CAN,BC,Cinema,46.7
Doe Lake,-124.1625,48.67889,CAN,BC,Gordon River,15.9
Dog Lake,-115.92944,50.78111,CAN,BC,Kootenay Crossing,14.2
Dog Lake,-129.13917,56.25806,CAN,BC,Meziadin Junction,20.1
Dog Pond,-124.27056,54.3175,CAN,BC,Dog Creek,3.8
Dogskin Lake,-120.71528,51.45889,CAN,BC,Roe Lake,10.4
Dogsleg Lake,-116.23083,50.63306,CAN,BC,Radium Hot Springs,11
Doig River,-120.65806,56.42139,CAN,BC,North Pine,3.8
Dolphin Lake,-124.44278,54.83,CAN,BC,Pinchi Lake,21.9
Dombey Lake,-120.91806,51.65167,CAN,BC,Deka Lake,6.7
Dome Lake,-128.44278,53.1475,CAN,BC,Weewanie,64.7
Dominic Lake,-120.68,50.58528,CAN,BC,Logan Lake,13.8
Dominion Lake,-122.705,54.45111,CAN,BC,Anzac,37.1
Don Lake,-122.87917,49.55917,CAN,BC,Alvin,18.3
Donald Lake,-123.87861,54.27639,CAN,BC,Dog Creek,25.2
Donald Lake,-127.95944,52.4975,CAN,BC,Shearwater,40
Donaldson Lake,-130.05222,53.46333,CAN,BC,Oona River,55.7
Donnely Lake,-120.67278,51.75611,CAN,BC,Mahood Falls,8.7
Donner Lake,-125.90167,49.71972,CAN,BC,Gold River,12.5
Donut Lake,-117.53917,49.57083,CAN,BC,Beasley,11.2
Doobah Lake,-124.75444,48.71861,CAN,BC,Clo oose,8.9
Doonan Lake,-122.70667,55.55389,CAN,BC,Lemoray,14.3
Dooza Lake,-128.16806,59.57833,CAN,BC,Fireside,58.2
Doran Lake,-125.28333,49.31889,CAN,BC,Great Central,21.7
Dore River,-120.19389,53.33444,CAN,BC,McBride,3.9
Doreen Lake,-120.95417,52.29611,CAN,BC,Black Creek,9.4
Doreen Lake,-119.14194,50.11028,CAN,BC,Coldstream,14.1
Doris Lake,-126.56028,54.945,CAN,BC,Granisle,23.6
Doris Lake,-127.67194,51.585,CAN,BC,Dawsons Landing,6.1
Dorman Lake,-124.63444,53.90167,CAN,BC,Lily Lake,5.8
Dorothy Lake,-116.025,50.49889,CAN,BC,Invermere,0.9
Dorothy Lake,-120.04778,50.05611,CAN,BC,Quilchena,34.5
Dorothy Lake,-123.92194,51.20944,CAN,BC,Nemaiah Valley,30.6
Dorr Lake,-125.18583,50.32361,CAN,BC,Owen Bay,2.7
Dorrit Lake,-120.90361,51.73778,CAN,BC,Deka Lake,14.9
Dorsay Lake,-126.95139,54.67889,CAN,BC,Woodmere,0.5
Dorsey Lake,-121.79778,52.45667,CAN,BC,Big Lake Ranch,5.7
Dot Lake,-120.88639,50.36694,CAN,BC,Logan Lake,15.1
Dot Lake,-128.60806,55.60639,CAN,BC,Gitanyow,50.9
Dougan Lake,-123.61333,48.715,CAN,BC,Genoa Bay,4.9
Dougherty Lake,-121.25111,51.1375,CAN,BC,Loon Lake,6.9
Douglas Lake,-125.26806,49.68417,CAN,BC,Bevan,13.4
Douglas Lake,-115.35194,49.46222,CAN,BC,Bull River,7.1
Douglas Lake,-121.31917,52.41333,CAN,BC,Black Creek,20.1
Douglas Lake,-120.24167,50.14889,CAN,BC,Quilchena,18.5
Douse Lake,-128.30361,55.58333,CAN,BC,Gitanyow,38.3
Downie Lake,-117.97361,51.35889,CAN,BC,Canyon Hot Springs,26.5
Downton Lake,-123.00861,50.84472,CAN,BC,Brexton,12.9
Drabble Lakes,-125.22444,49.66889,CAN,BC,Bevan,10.2
Dragon Lake,-122.42333,52.95028,CAN,BC,Quesnel,5.7
Dragon Lake,-128.9375,55.32833,CAN,BC,Alice Arm,37.6
Dragonfly Lake,-122.44,50.12528,CAN,BC,Owl Creek,32.3
Dragonfly Lake,-120.815,51.67972,CAN,BC,Deka Lake,8.3
Draney Lakes,-127.77028,51.90111,CAN,BC,Namu,7.6
Draw Lake,-125.43444,49.08861,CAN,BC,Port Albion,17.3
Drewry Lake,-120.84694,51.7125,CAN,BC,Deka Lake,11.6
Drift Lake,-126.95583,56.07806,CAN,BC,Bulkley House,61.6
Driftwood Lake,-127.37694,51.17944,CAN,BC,Warner Bay,24.1
Driftwood River,-126.24472,55.69806,CAN,BC,Bulkley House,0.7
Drinkie Loch,-119.66056,50.12417,CAN,BC,Fintry,11.4
Drinnan Lake,-117.72806,49.79194,CAN,BC,Slocan,19
Drizzle Lake,-132.07361,53.93444,CAN,BC,Masset,9.8
Drogheda Lake,-125.72528,58.84278,CAN,BC,Muncho Lake,10.3
Drosera Lake,-127.71111,50.16889,CAN,BC,Chamiss Bay,32.2
Drum Lake,-119.89056,50.34194,CAN,BC,Holmwood,30.8
Drum Lake,-121.09139,49.70639,CAN,BC,Brookmere,19.9
Drum Lakes,-125.88167,49.84111,CAN,BC,Gold River,13.6
Drummond Lake,-122.54639,52.03778,CAN,BC,Becher House,10
Dry Lake,-120.61806,49.64833,CAN,BC,Allison Lake,4.7
Dry Lake,-132.59417,59.15778,CAN,BC,Surprise,70.5
Dry Lake,-121.04361,49.25333,CAN,BC,Othello,26.5
Drymeat Lake,-122.78028,57.77333,CAN,BC,Trutch,11
Drywilliam Lake,-124.68472,54.05694,CAN,BC,Lejac,4.3
Ducharme Lake,-123.93639,51.52944,CAN,BC,Nemaiah Valley,6.3
Duchesnay Lake,-116.50167,51.52361,CAN,BC,Edelweiss,40
Duck Lake,-124.65722,49.14139,CAN,BC,Port Alberni,15
Duck Lake,-119.21861,49.75417,CAN,BC,McCulloch,5.7
Duck Lake,-116.63889,49.23556,CAN,BC,Alice Siding,15.2
Duck Lake,-124.445,49.85278,CAN,BC,Powell River,6
Duck Lake,-125.75806,50.65056,CAN,BC,George River,19.4
Duck Lake,-126.80722,54.02139,CAN,BC,Noralee,24.8
Duck Lake,-120.77556,51.11444,CAN,BC,Criss Creek,7.7
Duck Lake,-122.6625,54.4875,CAN,BC,Anzac,32.3
Duck Lake,-125.63806,50.16583,CAN,BC,Elk Bay,18.9
Duck Lakes,-121.59528,51.0775,CAN,BC,Clinton,1.7
Duckbill Lake,-127.29028,55.01833,CAN,BC,Moricetown,3.2
Duckfoot Lake,-124.27667,51.72806,CAN,BC,Tatlayoko Lake,10.9
Duckling Lake,-120.93417,51.66528,CAN,BC,Deka Lake,8.6
Duckwing Lake,-127.27833,55.01556,CAN,BC,Moricetown,4
Duckworth Lake,-122.27528,52.37639,CAN,BC,Macalister,11.8
Dudgeon Lake,-119.14306,51.59694,CAN,BC,Albas,45
Dudidontu River,-131.985,58.78972,CAN,BC,Callison Ranch,24.6
Dudoward Lake,-130.07861,54.27944,CAN,BC,Port Edward,15.2
Duel Lakes,-127.01833,53.98139,CAN,BC,Noralee,38.3
Duff Lake,-136.09889,59.78806,CAN,BC,Rainy Hollow,36
Duffey Lake,-122.31639,50.4025,CAN,BC,Devine,17.3
Duffy Lake,-120.70694,50.6525,CAN,BC,Copper Creek,15.1
Dugan Lake,-121.90472,52.17028,CAN,BC,Dugan Lake,1.6
Dukai Dizti Lake,-124.00944,54.64917,CAN,BC,Pinchi Lake,26.3
Dukaihoonli Lake,-125.24944,55.40056,CAN,BC,Old Hogem,42.6
Duke Lake,-120.69333,54.605,CAN,BC,Tumbler Ridge,61.1
Dum Lake,-120.29333,51.44944,CAN,BC,Chu Chua,14.1
Dumbell Lake,-124.95028,51.38972,CAN,BC,Tatlayoko Lake,51
Dumbell Lake,-120.49778,51.18111,CAN,BC,Criss Creek,22
Dunalter Lake,-126.75611,54.47111,CAN,BC,Houston,10.7
Duncan Lake,-116.94306,50.42917,CAN,BC,Poplar Creek,13.6
Duncan Lake,-126.80417,57.06333,CAN,BC,Fifth Cabin,100.5
Duncan Lake,-119.16278,49.66694,CAN,BC,McCulloch,14.9
Duncan Lake,-125.365,49.59306,CAN,BC,Bevan,21.9
Duncan River,-116.93556,50.17889,CAN,BC,Marblehead,8.2
Dundon Lakes,-121.27361,51.4625,CAN,BC,100 Mile House,20.1
Dunedin River,-124.08639,59.50833,CAN,BC,Nelson Forks,4
Dungate Lakes,-118.53889,50.55278,CAN,BC,Mabel Lake,32.1
Dunlevy Lake,-122.42083,56.15111,CAN,BC,Beryl Prairie,25.2
Dunn Lake,-120.13028,51.43389,CAN,BC,Chu Chua,9.7
Dunsapie Lake,-120.34056,51.18306,CAN,BC,Chinook Cove,13.3
Duo Via Lake,-119.65556,50.09472,CAN,BC,Nahun,11.2
Dupont Lake,-120.70917,50.43056,CAN,BC,Logan Lake,10.2
Durand Lake,-120.69889,50.61556,CAN,BC,Logan Lake,15.7
Durrance Lake,-123.47778,48.54806,CAN,BC,Bamberton,6
Dusty Lake,-124.97083,52.24611,CAN,BC,Towdystan,8
Dutch Lake,-120.05667,51.65194,CAN,BC,Clearwater,1.8
Duten Lake,-124.28139,53.615,CAN,BC,Nulki,34
Duti River,-127.94139,56.76056,CAN,BC,Fifth Cabin,37.9
Dyke Lake,-126.26028,49.80972,CAN,BC,Gold River,15.6
Dynes Lake,-120.60222,50.8925,CAN,BC,Copper Creek,16.8
Eagan Lake,-120.73278,51.37389,CAN,BC,North Bonaparte,13.1
Eagle (Murphy) Lake,-121.23722,52.04361,CAN,BC,Black Creek,29.8
Eagle Lake,-124.38694,51.91306,CAN,BC,Tatla Lake,14.7
Eagle Nest Lake,-116.57694,50.19028,CAN,BC,Toby Creek,19.6
Eagle River,-129.55083,59.10222,CAN,BC,Jade City,17.9
Eagle River,-119.01083,50.84306,CAN,BC,Sicamous,2.3
Eaglehead Lake,-129.24278,58.55083,CAN,BC,Boulder City,21.9
Eagles Lake,-123.46361,48.50889,CAN,BC,Millstream,4
Eaglet Lake,-122.30167,54.09917,CAN,BC,Giscome,5.6
Eakin Lake,-125.91389,53.81028,CAN,BC,Cheslatta,7.5
Ealue Lake,-129.81972,57.77583,CAN,BC,Tatogga,11
Ear Lake,-127.33583,53.23417,CAN,BC,Kimsquit,51.5
Earle Lake,-121.09528,51.6275,CAN,BC,100 Mile House,13.9
East Anderson River,-121.37778,49.78167,CAN,BC,Hells Gate,5.2
East Barriere Lake,-119.795,51.27972,CAN,BC,Barriere,25.4
East Barriere River,-119.93778,51.24083,CAN,BC,Barriere,14.6
East Branch Kootenay River,-116.66417,49.28417,CAN,BC,Sanca,13
East Camp Lake,-121.21167,51.17833,CAN,BC,Loon Lake,12.2
East Dairy Lake,-120.67,50.62722,CAN,BC,Logan Lake,17.9
East Georgie River,-130.08167,55.71694,CAN,BC,Stewart,25.3
East Hautete Lake,-126.03194,55.1475,CAN,BC,Granisle,31.3
East Khutze River,-128.35028,53.10278,CAN,BC,Weewanie,71.7
East King Lake,-120.60861,51.5625,CAN,BC,Roe Lake,16.4
East Kispiox River,-128.60361,55.84583,CAN,BC,Meziadin Junction,51.8
East Klanawa River,-124.86472,48.79056,CAN,BC,Clo oose,16
East Lake,-124.42722,49.81111,CAN,BC,Powell River,7.5
East Lake,-122.43194,51.99,CAN,BC,Becher House,7.3
East Robertson River,-124.11056,48.76389,CAN,BC,Lake Cowichan,7.9
East Sakumtha River,-126.76639,52.93222,CAN,BC,Kimsquit,16.5
East Toba River,-123.95917,50.67306,CAN,BC,Brem River,56.6
East Tutshi River,-134.92694,59.74472,CAN,BC,Lindeman,9.8
East Twin Lake,-120.62278,51.46556,CAN,BC,Roe Lake,15.6
East White River,-115.28139,50.18361,CAN,BC,Round Prairie,29.1
East Wild Horse River,-115.51528,49.73917,CAN,BC,Fort Steele,16.1
Easter Lake,-126.17667,49.43667,CAN,BC,Hot Springs Cove,10
Easter Lakes,-122.62444,54.58444,CAN,BC,Anzac,21.3
Eastern Lake,-126.41139,53.86861,CAN,BC,Wistaria,9.7
Eastmere Lake,-120.18778,49.74139,CAN,BC,Jellicoe,9.4
Eastwood Lake,-120.81778,51.5025,CAN,BC,Roe Lake,1.9
Eaton Lake,-121.34389,49.25417,CAN,BC,Othello,14.4
Echo Lake,-123.21417,49.71389,CAN,BC,Squamish,4.5
Echo Lake,-121.97083,49.25639,CAN,BC,Minto Landing,6.4
Echo Lake,-119.27917,50.06194,CAN,BC,Lake Country,9.5
Echo Lake,-125.41028,49.98667,CAN,BC,Campbell River,12.6
Echo Lake,-124.22083,54.23361,CAN,BC,Dog Creek,6.3
Echo Lake,-118.705,50.20389,CAN,BC,Blue Springs,11.5
Echo Lake,-130.17639,56.92278,CAN,BC,Bob Quinn Lake,7
Echo Lake,-125.89083,52.24833,CAN,BC,Atnarko,17.3
Echo Lake,-118.06667,50.85639,CAN,BC,Revelstoke,18.3
Echo Lake,-122.7,54.26528,CAN,BC,Giscome,31
Echo Lake,-124.73028,55.93,CAN,BC,12 Mile,19.4
Echoes Lakes,-115.80889,49.87194,CAN,BC,Skookumchuck,7.3
Echofar Lake,-121.92111,52.44972,CAN,BC,Big Lake Ranch,6.1
Ecstall Lake,-129.40833,53.74194,CAN,BC,Weewanie,41.1
Ecstall River,-129.95833,54.16611,CAN,BC,Osland,14
Ed Asp Lake,-130.3925,59.11972,CAN,BC,Defot,24.7
Ed Bird Lake,-125.03139,56.91722,CAN,BC,Tsay Keh Dene,5.4
Ed James Lake,-119.00472,49.14972,CAN,BC,Zamora,1.6
Eddie Lake,-128.09806,52.12,CAN,BC,Shearwater,3
Eddontenajon Lake,-129.97694,57.77194,CAN,BC,Tatogga,4.2
Eden Lake,-126.68472,50.75444,CAN,BC,Health Bay,8.5
Eden Lake,-132.75111,53.84111,CAN,BC,Kung,26.2
Edgar Lake,-134.1775,59.40417,CAN,BC,Engineer,10.6
Edith Lake,-125.25,50.38583,CAN,BC,Owen Bay,8
Edith Lake,-115.51444,49.435,CAN,BC,Bull River,5.8
Edith Lake,-120.35,50.57222,CAN,BC,Beresford,7.2
Edith Lake,-123.1075,49.77583,CAN,BC,Cheekye,4.1
Edlund Lake,-125.58306,53.86389,CAN,BC,Cheslatta,15.2
Edmund Lake,-121.39889,51.59889,CAN,BC,Exeter,7.8
Edna Lake,-120.72806,50.0175,CAN,BC,Merritt,11.4
Edna Lake,-123.08611,54.04611,CAN,BC,Isle Pierre,15.1
Edney Lake,-121.5925,52.47,CAN,BC,Hydraulic,17.9
Edward Johnny Lake,-129.36194,59.55,CAN,BC,Good Hope Lake,30
Edwards Lake,-123.635,49.59194,CAN,BC,Tuwanek,9.5
Edwards Lake,-121.025,51.70889,CAN,BC,Deka Lake,16.5
Edwards Lakes,-115.11528,49.09306,CAN,BC,Grasmere,2.4
Edwin Lake,-119.04194,50.15306,CAN,BC,Lumby,12.3
Edwin Lakes,-119.04806,50.14861,CAN,BC,Lumby,12.9
Eena Lake,-123.01889,54.04944,CAN,BC,Isle Pierre,18.7
Eena Lake,-125.93694,49.99,CAN,BC,Gold River,24.5
Efdee Lake,-120.17167,51.81056,CAN,BC,Clearwater,20.7
Effingham Lake,-125.27472,49.16306,CAN,BC,Ecoole,26.8
Effingham River,-125.20111,49.09556,CAN,BC,Ecoole,17.6
Egerton Lake,-125.16111,50.48111,CAN,BC,Big Bay,9.2
Egg Lake,-122.25083,52.32361,CAN,BC,Macalister,17.3
Egnell Lakes,-127.69583,59.88333,CAN,BC,Fireside,38.5
Eight Mile Lake,-121.53583,53.15,CAN,BC,Stanley,17.7
Eightythree Lake,-121.42083,51.44472,CAN,BC,100 Mile House,23.7
Eileen Lake,-119.84944,50.00917,CAN,BC,West Kelowna City of,25.4
Eileen Lake,-119.91306,50.79361,CAN,BC,Chase,16.2
Eileen Lake,-116.09889,50.5225,CAN,BC,Invermere,5.2
Eire Lake,-116.46389,50.61694,CAN,BC,Radium Hot Springs,27.4
Ejas Lake,-120.32556,51.85167,CAN,BC,Mahood Falls,22.4
Ekwan Lake,-120.675,58.51306,CAN,BC,Fontas,66.7
Elaho River,-123.3875,50.11028,CAN,BC,McGuire,20.9
Elalie Lake,-126.21,53.42194,CAN,BC,Tetachuk,19.7
Elbow Lake,-125.69694,52.08194,CAN,BC,Charlotte Lake,31.4
Elbow Lake,-118.80611,50.64056,CAN,BC,Sicamous,25
Elbow Lake,-120.82917,52.23222,CAN,BC,Black Creek,19.3
Elbow Lake,-121.965,49.27556,CAN,BC,Minto Landing,8.5
Elbow Lake,-120.57222,51.17417,CAN,BC,Criss Creek,17.8
Elcho Lake,-127.59167,52.43417,CAN,BC,Shearwater,46.7
Elder Lake,-120.06194,50.56139,CAN,BC,Holmwood,10
Eldred River,-124.31889,50.02667,CAN,BC,Powell River,25.8
Eleanor Lake,-119.30111,52.11167,CAN,BC,Albreda,59.2
Electra Lake,-125.355,55.33694,CAN,BC,Takla Landing,41.9
Elephant Lake,-125.17306,50.27222,CAN,BC,Surge Narrows,5.9
Elephant Lake,-124.18583,49.82694,CAN,BC,Billings Bay,14.2
Elephant Lake,-128.48806,58.3475,CAN,BC,Boulder City,30.4
Elfin Lakes,-122.98889,49.78556,CAN,BC,Cheekye,11.7
Eliguk Lake,-125.43611,52.95028,CAN,BC,Ulkatcho,18.5
Elinor Lake,-119.53639,49.66694,CAN,BC,Chute Lake,1.8
Elizabeth Lake,-115.6575,50.92028,CAN,BC,Vermilion Crossing,26
Elizabeth Lake,-115.79167,49.49694,CAN,BC,Cranbrook,3.5
Elizabeth Lake,-127.78222,51.7175,CAN,BC,Namu,17.6
Elizabeth Lake,-128.01694,55.58722,CAN,BC,Gitanyow,35.8
Elk Lake,-123.39861,48.52972,CAN,BC,Central Saanich,7.4
Elk Lake,-133.54,59.60778,CAN,BC,Surprise,7.5
Elk Lake,-122.05833,52.47167,CAN,BC,Big Lake Ranch,15.4
Elk River,-115.17,49.17889,CAN,BC,Kragmont,3.4
Elk River,-125.74361,49.87389,CAN,BC,Gold River,24.1
Elkhart Lake,-120.31,49.895,CAN,BC,Aspen Grove,22.4
Elkin Lake,-123.82083,51.59139,CAN,BC,Nemaiah Valley,12.8
Elkington Lake,-122.23833,53.35583,CAN,BC,Cinema,19.6
Ella Lake,-127.92306,57.22444,CAN,BC,Hyland Post,49.2
Ella Lake,-121.57944,53.02889,CAN,BC,Stanley,9.2
Elleh Lake,-121.29694,58.47556,CAN,BC,Fontas,33.2
Ellen Lake,-120.01778,49.99028,CAN,BC,Peachland,31.4
Ellen Lake,-126.21861,49.46139,CAN,BC,Stewardson Inlet,8.7
Ellen Lake,-127.015,50.93444,CAN,BC,Warner Bay,14.2
Ellerslie Lake,-127.925,52.50222,CAN,BC,Shearwater,41.1
Elliot Lake,-121.32389,51.70583,CAN,BC,105 Mile House,0.8
Elliott Lake,-125.32194,55.04556,CAN,BC,Yekooche,52
Elliott Reservoir,-123.99417,48.48167,CAN,BC,Shirley,13
Ellis Lake,-124.875,50.23222,CAN,BC,Teakerne Arm,6.7
Ellis Lake,-125.86389,52.5825,CAN,BC,Atnarko,20.4
Ellison Lake,-119.39583,49.99306,CAN,BC,Lake Country,4.2
Ellswick Lake,-125.30472,49.05917,CAN,BC,Ecoole,20.6
Elmer Lake,-115.98639,49.66722,CAN,BC,Kimberley,2
Elmo Lake,-117.03611,49.19722,CAN,BC,Salmo,17.6
Elsay Lake,-122.93944,49.41667,CAN,BC,Belcarra,11.6
Elsie Lake,-125.12889,49.45222,CAN,BC,Great Central,18.4
Elsie Lake,-127.73889,51.54583,CAN,BC,Dawsons Landing,11.5
Elsie Lake,-122.55611,54.27917,CAN,BC,Giscome,26.7
Elton Lake,-122.17028,50.135,CAN,BC,Port Douglas,41
Elwin Lake,-126.29056,54.42694,CAN,BC,Forestdale,6.4
EM & K Lake,-122.74944,54.24056,CAN,BC,Giscome,31.5
Emar Lake,-120.38806,51.4775,CAN,BC,Chu Chua,20.9
Emerald Lake,-116.53139,51.44306,CAN,BC,Edelweiss,33.7
Emerald Lake,-122.60889,54.42639,CAN,BC,Anzac,38
Emerald Lake,-121.9325,51.71139,CAN,BC,Wright,25.1
Emerald Lake,-122.93694,53.16778,CAN,BC,Blackwater,18.3
Emerald River,-116.545,51.38222,CAN,BC,Edelweiss,30.6
Emergency Lake,-130.05278,54.08361,CAN,BC,Osland,9.3
Emerslund Lake,-132.18194,52.87083,CAN,BC,Kaisun,25.5
Emerslund Lakes,-123.07083,56.38833,CAN,BC,Federal Ranch,42.1
Emery Lake,-120.45639,51.35389,CAN,BC,Chu Chua,20.1
Emil Lake,-126.71833,54.10722,CAN,BC,Noralee,23.2
Emily Lake,-124.545,49.74639,CAN,BC,Marshall School Junction,4.7
Emily Lake,-128.03056,52.405,CAN,BC,Shearwater,29
Emmett Lake,-125.16528,53.51222,CAN,BC,Marilla,49.8
Empetrum Lake,-127.71306,50.17444,CAN,BC,Port Alice,32.3
Empress Lake,-118.08083,50.47139,CAN,BC,Fosthall,17.1
Ena Lake,-128.61778,54.34889,CAN,BC,Old Remo,14.6
Enchantment Lake,-123.16806,49.46583,CAN,BC,Lions Bay,4.9
End Lake,-128.62889,54.33306,CAN,BC,Old Remo,15.9
Endako Marsh Lake,-125.06944,54.07889,CAN,BC,Glenannan,8.3
Endako River,-124.90639,54.04889,CAN,BC,Fraser Lake,4.3
Eneas Lakes,-119.92806,49.76028,CAN,BC,Peachland,13.8
English Lake,-120.64361,51.58694,CAN,BC,Deka Lake,14.5
English Lake,-118.33194,50.91806,CAN,BC,Revelstoke,13.1
Englishman River,-124.29139,49.32528,CAN,BC,Parksville,1.7
Englishmen Lake,-120.71389,49.955,CAN,BC,Aspen Grove,7.4
Enid Lake,-116.12361,50.54833,CAN,BC,Invermere,8.1
Enos Lake,-124.15583,49.28028,CAN,BC,Lantzville,6.8
Enquist Lake,-122.72778,54.32167,CAN,BC,Giscome,36.8
Enright Lake,-120.86083,51.17778,CAN,BC,Vidette,3
Ensheshese Lake,-130.09639,54.59472,CAN,BC,Georgetown Mills,24.2
Ensheshese River,-130.22722,54.50778,CAN,BC,Georgetown Mills,12.1
Enterprise Lake,-121.56667,51.73222,CAN,BC,114 Mile House,11.9
Entiako Lake,-125.51806,53.23056,CAN,BC,Ulkatcho,28.4
Entiako River,-125.26917,53.41028,CAN,BC,Marilla,50.1
Enz Lake,-125.68028,53.68111,CAN,BC,Marilla,11.4
Eohippus Lake,-115.83111,51.05389,CAN,BC,Vermilion Crossing,10.9
Ephemeron Lake,-125.03556,51.37917,CAN,BC,Tatlayoko Lake,56.1
Eric Lake,-121.45889,52.41444,CAN,BC,Big Lake Ranch,26.5
Eric Lake,-128.26861,50.70167,CAN,BC,Elephant Crossing,14.6
Erickson Lake,-123.15889,54.02889,CAN,BC,Isle Pierre,10.6
Erickson Lake,-122.99111,53.58667,CAN,BC,Mud River,20.1
Erickson Lake,-122.76917,54.28333,CAN,BC,Giscome,35.6
Erie Lake,-117.34444,49.18889,CAN,BC,Erie,0.7
Erlandsen Lake,-124.32806,51.69556,CAN,BC,Tatlayoko Lake,7.6
Erma Lake,-127.71667,50.78889,CAN,BC,Shushartie,12.1
Ermine Lake,-122.485,54.44972,CAN,BC,Anzac,34.8
Ern Lake,-119.20583,49.7775,CAN,BC,McCulloch,3
Ernest Lake,-120.10694,50.47444,CAN,BC,Beresford,15.8
Errock Lake,-122.01139,49.22667,CAN,BC,Minto Landing,5.4
Esary Lake,-124.77611,49.32222,CAN,BC,Port Alberni,10
Escalante River,-126.55861,49.54139,CAN,BC,Boat Basin,11.9
Esker Lake,-127.34222,59.99167,CAN,BC,Fireside,37
Esker Lake,-123.23944,53.83167,CAN,BC,Telachick,4.7
Esperon Lake,-119.75444,50.0775,CAN,BC,Nahun,18.2
Ess Lake,-125.9075,57.63139,CAN,BC,Tsay Keh Dene,100.6
Estella Lakes,-125.10167,56.96333,CAN,BC,Tsay Keh Dene,12.1
Estelle Lake,-120.43917,51.16,CAN,BC,Chinook Cove,20.7
Esther Lake,-125.37889,49.505,CAN,BC,Bevan,27.9
Estsine Lake,-121.55611,59.935,CAN,BC,Fort Liard,105.8
Etcho Lake,-124.64472,54.17417,CAN,BC,Lejac,15.4
Etset Lake,-121.45056,59.64056,CAN,BC,Snake River,88.2
Etthithun Lake,-120.34972,57.86583,CAN,BC,Rainbow Lake,91
Etthithun River,-120.63194,58.28083,CAN,BC,Fontas,64.4
Euchiniko Lakes,-124.41444,53.12528,CAN,BC,Ulkatcho,87
Euchiniko River,-123.5025,53.24667,CAN,BC,Blackwater,24.9
